IMG_ID,PIXEL_X,PIXEL_Y,PIXEL_COLOR
491,0,0,0
491,1,0,0
491,2,0,0
491,3,0,0
491,4,0,0
491,5,0,0
491,6,0,0
491,7,0,0
491,8,0,0
491,9,0,0
491,10,0,0
491,11,0,1
491,12,0,0
491,13,0,0
491,14,0,0
491,15,0,0
491,16,0,0
491,17,0,0
491,18,0,0
491,19,0,0
491,20,0,0
491,21,0,0
491,22,0,0
491,23,0,0
491,24,0,0
491,25,0,0
491,26,0,0
491,27,0,0
491,28,0,0
491,29,0,0
491,30,0,0
491,31,0,0
491,32,0,0
491,33,0,0
491,34,0,0
491,35,0,0
491,36,0,0
491,37,0,0
491,38,0,0
491,39,0,0
491,40,0,0
491,41,0,0
491,42,0,0
491,43,0,1
491,44,0,0
491,45,0,0
491,46,0,0
491,47,0,0
491,48,0,0
491,49,0,0
491,50,0,0
491,51,0,0
491,52,0,0
491,53,0,0
491,54,0,0
491,55,0,0
491,56,0,0
491,57,0,0
491,58,0,0
491,59,0,1
491,60,0,0
491,61,0,0
491,62,0,0
491,63,0,0
491,64,0,0
491,65,0,0
491,66,0,0
491,67,0,0
491,68,0,0
491,69,0,0
491,70,0,0
491,71,0,0
491,72,0,0
491,73,0,0
491,74,0,0
491,75,0,0
491,76,0,0
491,77,0,0
491,78,0,0
491,79,0,0
491,80,0,0
491,81,0,0
491,82,0,1
491,83,0,0
491,84,0,0
491,85,0,0
491,86,0,0
491,87,0,0
491,88,0,0
491,89,0,0
491,90,0,1
491,91,0,0
491,92,0,0
491,93,0,0
491,94,0,0
491,95,0,0
491,96,0,0
491,97,0,0
491,98,0,0
491,99,0,0
491,100,0,0
491,101,0,0
491,102,0,0
491,103,0,0
491,104,0,0
491,105,0,0
491,106,0,0
491,107,0,0
491,108,0,0
491,109,0,1
491,110,0,0
491,111,0,0
491,0,1,0
491,1,1,0
491,2,1,0
491,3,1,0
491,4,1,0
491,5,1,0
491,6,1,0
491,7,1,0
491,8,1,0
491,9,1,0
491,10,1,0
491,11,1,0
491,12,1,0
491,13,1,0
491,14,1,0
491,15,1,0
491,16,1,0
491,17,1,0
491,18,1,0
491,19,1,0
491,20,1,0
491,21,1,0
491,22,1,0
491,23,1,0
491,24,1,1
491,25,1,0
491,26,1,0
491,27,1,0
491,28,1,0
491,29,1,0
491,30,1,0
491,31,1,0
491,32,1,0
491,33,1,0
491,34,1,0
491,35,1,0
491,36,1,0
491,37,1,0
491,38,1,0
491,39,1,0
491,40,1,0
491,41,1,0
491,42,1,0
491,43,1,0
491,44,1,0
491,45,1,1
491,46,1,1
491,47,1,0
491,48,1,0
491,49,1,1
491,50,1,0
491,51,1,0
491,52,1,0
491,53,1,0
491,54,1,0
491,55,1,0
491,56,1,0
491,57,1,0
491,58,1,1
491,59,1,0
491,60,1,0
491,61,1,0
491,62,1,0
491,63,1,0
491,64,1,0
491,65,1,0
491,66,1,0
491,67,1,0
491,68,1,0
491,69,1,0
491,70,1,0
491,71,1,0
491,72,1,0
491,73,1,0
491,74,1,0
491,75,1,0
491,76,1,0
491,77,1,0
491,78,1,0
491,79,1,0
491,80,1,0
491,81,1,0
491,82,1,0
491,83,1,0
491,84,1,0
491,85,1,0
491,86,1,0
491,87,1,0
491,88,1,0
491,89,1,0
491,90,1,0
491,91,1,0
491,92,1,0
491,93,1,0
491,94,1,0
491,95,1,0
491,96,1,0
